"","X","Sex","Wmax","Lmax..cm.","Tmax..y.","Country","Locality","spp","sppid"
"2199",1,"female",NA,158,NA,"Israel","Gulf of Aqaba, 1991","age_size_Carcharhinus_altimus",859
"2200",2,"male",NA,110,NA,"Oman","Muscat, 2009","age_size_Carcharhinus_altimus",859
"2201",3,"unsexed",NA,235,NA,"USA","Northern American waters","age_size_Carcharhinus_altimus",859
"2202",4,"female",NA,282,NA,"","Northwestern Atlantic","age_size_Carcharhinus_altimus",859
"2203",5,"male",NA,267,NA,"","Northwestern Atlantic","age_size_Carcharhinus_altimus",859
"2204",6,"unsexed",NA,300,NA,"Global","Not specified.","age_size_Carcharhinus_altimus",859
"2205",7,"female",NA,155,NA,"Oman","off Muscat, 2010","age_size_Carcharhinus_altimus",859
"2206",8,"male",NA,173,NA,"Oman","off Muscat, 2010","age_size_Carcharhinus_altimus",859
"2207",1,"female",NA,162,NA,NA,"Eastern Indian Ocean","age_size_Carcharhinus_amblyrhynchoides",860
"2208",2,"male",NA,161,NA,NA,"Eastern Indian Ocean","age_size_Carcharhinus_amblyrhynchoides",860
"2209",3,"male",NA,140,NA,NA,"Indo-West Pacific","age_size_Carcharhinus_amblyrhynchoides",860
"2210",4,"female",NA,167,NA,NA,"Indo-West Pacific","age_size_Carcharhinus_amblyrhynchoides",860
"2211",1,"female",NA,178,NA,"","Eastern Indian Ocean","age_size_Carcharhinus_amblyrhynchos",861
"2212",2,"male",NA,150,NA,"","Eastern Indian Ocean","age_size_Carcharhinus_amblyrhynchos",861
"2213",3,"female",NA,172,NA,"","Northern Indian Ocean","age_size_Carcharhinus_amblyrhynchos",861
"2214",4,"male",NA,168,NA,"","Northern Indian Ocean","age_size_Carcharhinus_amblyrhynchos",861
"2215",5,"female",NA,255,18,"","Not given.","age_size_Carcharhinus_amblyrhynchos",861
"2216",6,"male",NA,174,12,"Hawaii","not specified","age_size_Carcharhinus_amblyrhynchos",861
"2217",7,"unsexed",NA,232,NA,"Indonesia","not specified","age_size_Carcharhinus_amblyrhynchos",861
"2218",8,"female",NA,187,12,"Hawaii","not specified","age_size_Carcharhinus_amblyrhynchos",861
"2219",9,"unsexed",NA,NA,25,"Micronesia","to be filled","age_size_Carcharhinus_amblyrhynchos",861
"2220",10,"male",NA,185,NA,"Hawaii","to be filled","age_size_Carcharhinus_amblyrhynchos",861
"2221",11,"female",NA,190,NA,"Hawaii","to be filled","age_size_Carcharhinus_amblyrhynchos",861
"2222",1,"female",NA,243,NA,NA,"Eastern Indian Ocean","age_size_Carcharhinus_amboinensis",862
"2223",2,"male",NA,231,NA,NA,"Eastern Indian Ocean","age_size_Carcharhinus_amboinensis",862
"2224",3,"female",NA,223,NA,NA,"Southwestern Indian Ocean (1)","age_size_Carcharhinus_amboinensis",862
"2225",4,"male",NA,196,NA,NA,"Southwestern Indian Ocean (1)","age_size_Carcharhinus_amboinensis",862
"2226",5,"female",NA,246,NA,NA,"Southwestern Indian Ocean (2)","age_size_Carcharhinus_amboinensis",862
"2227",6,"male",NA,239,NA,NA,"Southwestern Indian Ocean (2)","age_size_Carcharhinus_amboinensis",862
"2228",1,"female",NA,288,25,"South Africa","South Africa","age_size_Carcharhinus_brachyurus",864
"2229",2,"male",NA,294,30,"South Africa","South Africa","age_size_Carcharhinus_brachyurus",864
"2230",3,"unsexed",NA,300,NA,"South Africa","South Africa","age_size_Carcharhinus_brachyurus",864
"2231",4,"unsexed",NA,295,NA,"Australia","southern waters","age_size_Carcharhinus_brachyurus",864
"2232",5,"male",NA,NA,30,"Australia","southern waters","age_size_Carcharhinus_brachyurus",864
"2233",6,"female",NA,NA,25,"Australia","southern waters","age_size_Carcharhinus_brachyurus",864
"2234",7,"female",NA,292,25,"","Southwestern Indian Ocean (1)","age_size_Carcharhinus_brachyurus",864
"2235",8,"male",NA,294,30,"","Southwestern Indian Ocean (1)","age_size_Carcharhinus_brachyurus",864
"2236",9,"female",NA,303,NA,"","Southwestern Indian Ocean (2)","age_size_Carcharhinus_brachyurus",864
"2237",10,"male",NA,293,NA,"","Southwestern Indian Ocean (2)","age_size_Carcharhinus_brachyurus",864
"2238",1,"female",NA,276,NA,"","Eastern Indian Ocean","age_size_Carcharhinus_brevipinna",865
"2239",2,"male",NA,260,NA,"","Eastern Indian Ocean","age_size_Carcharhinus_brevipinna",865
"2240",3,"unsexed",NA,283,NA,"Indonesia","not specified","age_size_Carcharhinus_brevipinna",865
"2241",4,"female",NA,266,NA,"","Southwestern Indian Ocean","age_size_Carcharhinus_brevipinna",865
"2242",5,"male",NA,233,NA,"","Southwestern Indian Ocean","age_size_Carcharhinus_brevipinna",865
"2243",6,"unsexed",NA,300,NA,"Guinea-Bissau","to be filled","age_size_Carcharhinus_brevipinna",865
"2244",1,"female",NA,119,NA,NA,"Northeastern Indian Ocean","age_size_Carcharhinus_cautus",866
"2245",2,"male",NA,101,NA,NA,"Northeastern Indian Ocean","age_size_Carcharhinus_cautus",866
"2246",3,"unsexed",NA,150,NA,NA,"to be filled","age_size_Carcharhinus_cautus",866
"2247",1,"female","",88,NA,"","Eastern Indian Ocean","age_size_Carcharhinus_dussumieri",867
"2248",2,"male","",87,NA,"","Eastern Indian Ocean","age_size_Carcharhinus_dussumieri",867
"2249",3,"male","1.8 kg",75,NA,"Thailand","Gulf of Thailand near Pak Phanang","age_size_Carcharhinus_dussumieri",867
"2250",4,"unsexed","",100,NA,"Iran","Persian Gulf and Oman Sea","age_size_Carcharhinus_dussumieri",867
"2251",1,"female",NA,308,23,"Mexico","Campeche Bank, Yucatan","age_size_Carcharhinus_falciformis",868
"2252",2,"male",NA,314,21,"Mexico","Campeche Bank, Yucatan","age_size_Carcharhinus_falciformis",868
"2253",3,"female",NA,330,NA,"","Northwestern Atlantic","age_size_Carcharhinus_falciformis",868
"2254",4,"female",NA,305,14,"","Northwestern Gulf of Mexico","age_size_Carcharhinus_falciformis",868
"2255",5,"male",NA,272,13,"","Northwestern Gulf of Mexico","age_size_Carcharhinus_falciformis",868
"2256",6,"female",NA,315,25,"","Not given.","age_size_Carcharhinus_falciformis",868
"2257",7,"mixed",NA,NA,16,"Mexico","Punta Lobos (24°35' N, 112°04' W) and Punta Belcher (23°35' N, 110°14' W)","age_size_Carcharhinus_falciformis",868
"2258",8,"female",NA,250,NA,"","Southwestern Pacific","age_size_Carcharhinus_falciformis",868
"2259",9,"male",NA,225,NA,"","Southwestern Pacific","age_size_Carcharhinus_falciformis",868
"2260",10,"mixed",NA,NA,14,"","Western Central Pacific","age_size_Carcharhinus_falciformis",868
"2261",11,"male",NA,244,NA,"","Western Indian Ocean","age_size_Carcharhinus_falciformis",868
"2262",12,"female",NA,283,NA,"","Western Indian Ocean","age_size_Carcharhinus_falciformis",868
"2263",1,"female",NA,135,NA,NA,"Northeastern Indian Ocean","age_size_Carcharhinus_fitzroyensis",869
"2264",2,"male",NA,126,NA,NA,"Northeastern Indian Ocean","age_size_Carcharhinus_fitzroyensis",869
"2265",1,"female",NA,370,24,"","Not given.","age_size_Carcharhinus_galapagensis",870
"2266",2,"female",NA,300,15,"Hawaii","to be filled","age_size_Carcharhinus_galapagensis",870
"2267",3,"male",NA,267,15,"Hawaii","to be filled","age_size_Carcharhinus_galapagensis",870
"2268",1,"female",NA,150,8,"USA","St. Andrew - Apalachicola Bay, Gulf of Mexico, 1995-99","age_size_Carcharhinus_isodon",872
"2269",2,"male",NA,136,8.1,"USA","St. Andrew - Apalachicola Bay, Gulf of Mexico, 1995-99","age_size_Carcharhinus_isodon",872
"2270",1,"male",NA,120,NA,"Oman","Salalah fish market, 2003","age_size_Carcharhinus_leiodon",9378
"2271",2,"male",NA,58,NA,"Oman","Salalah fish market, 2010","age_size_Carcharhinus_leiodon",9378
"2272",1,"female",NA,NA,27,"USA","between Florida and North Carolina","age_size_Carcharhinus_leucas",873
"2273",2,"female",NA,221,32,"South Africa","east coast","age_size_Carcharhinus_leucas",873
"2274",3,"female",NA,NA,16,"Nicaragua","Lake Nicaragua","age_size_Carcharhinus_leucas",873
"2275",4,"male",NA,NA,12,"Nicaragua","Lake Nicaragua","age_size_Carcharhinus_leucas",873
"2276",5,"unsexed",NA,300,NA,"Australia","locality not specified","age_size_Carcharhinus_leucas",873
"2277",6,"female",NA,268,24.2,"USA","northern Gulf of Mexico, 1979-85","age_size_Carcharhinus_leucas",873
"2278",7,"male",NA,245,21.3,"USA","northern Gulf of Mexico, 1979-85","age_size_Carcharhinus_leucas",873
"2279",8,"female",NA,300,27,"","Not given.","age_size_Carcharhinus_leucas",873
"2280",9,"unsexed",NA,320,NA,"South Africa","South Africa","age_size_Carcharhinus_leucas",873
"2281",10,"unsexed",NA,NA,28,"","Western North Atlantic.","age_size_Carcharhinus_leucas",873
"2282",1,"female",NA,NA,12,"Australia","Arafura Sea and Timor Sea, 1980-84","age_size_Carcharhinus_limbatus",874
"2283",2,"male",NA,NA,8,"Australia","Arafura Sea and Timor Sea, 1980-84","age_size_Carcharhinus_limbatus",874
"2284",3,"mixed",NA,NA,20,"USA","Atlantic","age_size_Carcharhinus_limbatus",874
"2285",4,"unsexed",NA,275,NA,"Guinea-Bissau","Bijagos","age_size_Carcharhinus_limbatus",874
"2286",5,"male",NA,175,NA,"USA","Gulf of Mexico","age_size_Carcharhinus_limbatus",874
"2287",6,"female",NA,191,18,"USA","Gulf of Mexico","age_size_Carcharhinus_limbatus",874
"2288",7,"unsexed",NA,255,NA,"Indonesia","not specified","age_size_Carcharhinus_limbatus",874
"2289",8,"unsexed",NA,165,NA,"Guinea-Bissau","Rio Grande de Buba","age_size_Carcharhinus_limbatus",874
"2290",9,"unsexed",NA,250,12,"South Africa","South Africa","age_size_Carcharhinus_limbatus",874
"2291",10,"male",NA,165,9,"USA","Tampa Bay, Florida, 1985-87","age_size_Carcharhinus_limbatus",874
"2292",11,"female",NA,183,10,"USA","Tampa Bay, Florida, 1985-87","age_size_Carcharhinus_limbatus",874
"2293",1,"unsexed",NA,350,NA,"Canada","Canadian Atlantic","age_size_Carcharhinus_longimanus",875
"2294",2,"unsexed",NA,250,NA,"Brazil","Northeastern coast, 1992-97","age_size_Carcharhinus_longimanus",875
"2295",3,"female",NA,270,22,"","off southern east Africa (?)","age_size_Carcharhinus_longimanus",875
"2296",4,"unsexed",NA,250,NA,"","Pacific Ocean","age_size_Carcharhinus_longimanus",875
"2297",1,"unsexed",NA,100,NA,"Iran","Persian Gulf and Oman Sea from Bushehr to Chabhar","age_size_Carcharhinus_macloti",876
"2298",1,"unsexed",NA,180,NA,"Indonesia","not specified","age_size_Carcharhinus_melanopterus",877
"2299",1,"mixed","",NA,45,"USA","Atlantic","age_size_Carcharhinus_obscurus",878
"2300",2,"male","",329,NA,"Canada","Canadian Atlantic","age_size_Carcharhinus_obscurus",878
"2301",3,"female","",NA,33,"USA","Cape Cod to Florida E. coast, 1963-93","age_size_Carcharhinus_obscurus",878
"2302",4,"unsexed","",400,NA,"Indonesia","not specified","age_size_Carcharhinus_obscurus",878
"2303",5,"unsexed","",303,NA,"","Not specified.","age_size_Carcharhinus_obscurus",878
"2304",6,"unsexed","",365,40,"Australia","Not stated.","age_size_Carcharhinus_obscurus",878
"2305",7,"unsexed","",350,NA,"South Africa","South Africa","age_size_Carcharhinus_obscurus",878
"2306",8,"female","",282,NA,"Australia","south-western Western Australia","age_size_Carcharhinus_obscurus",878
"2307",9,"unsexed","323.5 kg",345,35,"Australia","southern waters","age_size_Carcharhinus_obscurus",878
"2308",10,"female","",NA,45,"Australia","Western Australian","age_size_Carcharhinus_obscurus",878
"2309",11,"unsexed","",NA,30,"","Western North Atlantic.","age_size_Carcharhinus_obscurus",878
"2310",1,"mixed",NA,NA,35,"USA","Atlantic Ocean","age_size_Carcharhinus_plumbeus",880
"2311",2,"female",NA,154,15,"USA","Gt. Machipongo In., VA & Mid-Atl. Bight","age_size_Carcharhinus_plumbeus",880
"2312",3,"male",NA,204,21,"USA","Gt. Machipongo In., VA & Mid-Atl. Bight","age_size_Carcharhinus_plumbeus",880
"2313",4,"unsexed",NA,180.5,NA,"Israel","Gulf of Aqaba, 1989","age_size_Carcharhinus_plumbeus",880
"2314",5,"female",NA,239,30,"","Not given.","age_size_Carcharhinus_plumbeus",880
"2315",6,"unsexed",NA,280,NA,"Indonesia","not specified","age_size_Carcharhinus_plumbeus",880
"2316",7,"female",NA,NA,33,"Australia","Western Australian","age_size_Carcharhinus_plumbeus",880
"2317",8,"female",NA,157,32,"USA","Western North Atlantic","age_size_Carcharhinus_plumbeus",880
"2318",9,"unsexed",NA,146,34,"USA","Western North Atlantic","age_size_Carcharhinus_plumbeus",880
"2319",1,"female","",128,12,"Brazil","Maranhão coast, 1984-87","age_size_Carcharhinus_porosus",881
"2320",2,"unsexed","7.6 kg",110,NA,"Global","Not stated","age_size_Carcharhinus_porosus",881
"2321",1,"unsexed",NA,95,NA,"Indonesia","not specified","age_size_Carcharhinus_sealei",882
"2322",2,"unsexed",NA,100,NA,"South Africa","South Africa","age_size_Carcharhinus_sealei",882
"2323",1,"unsexed",NA,235,NA,"USA","Northern American waters","age_size_Carcharhinus_signatus",883
"2324",2,"female",NA,252,17,"Brazil","seamounts (38-370 m depths), 1995-97","age_size_Carcharhinus_signatus",883
"2325",1,"female","",NA,7,"Australia","Arafura Sea and Timor Sea, 1980-84","age_size_Carcharhinus_sorrah",884
"2326",2,"male","",NA,5,"Australia","Arafura Sea and Timor Sea, 1980-84","age_size_Carcharhinus_sorrah",884
"2327",3,"unsexed","28.0 kg",160,8,"Australia","northern coasts","age_size_Carcharhinus_sorrah",884
"2328",4,"unsexed","",160,NA,"Iran","Persian Gulf and Oman Sea","age_size_Carcharhinus_sorrah",884
"2329",1,"unsexed","52.0 kg",200,12,"Australia","northern coasts","age_size_Carcharhinus_tilstoni",15721
"2330",1,"female",NA,282,NA,"South Africa","East coast","age_size_Carcharias_taurus",747
"2331",2,"male",NA,257,NA,"South Africa","East coast","age_size_Carcharias_taurus",747
"2332",3,"female",NA,272,10.5,"USA","Northwestern Atlantic, 1980-92","age_size_Carcharias_taurus",747
"2333",4,"male",NA,248,7.5,"USA","Northwestern Atlantic, 1980-92","age_size_Carcharias_taurus",747
"2334",5,"male",NA,248,17,"South Africa","Seaworld, Durban","age_size_Carcharias_taurus",747
"2335",6,"unsexed",NA,320,NA,"South Africa","South Africa","age_size_Carcharias_taurus",747
"2336",7,"unsexed",NA,318,NA,"USA","Southwestern Florida","age_size_Carcharias_taurus",747
"2337",8,"female",NA,NA,17,"USA","western North Atlantic","age_size_Carcharias_taurus",747
"2338",1,"unsexed",NA,792,NA,"Canada","Atlantic waters","age_size_Carcharodon_carcharias",751
"2339",2,"unsexed",NA,640,NA,"Cuba","Cuba","age_size_Carcharodon_carcharias",751
"2340",3,"female",NA,594,36,"","Not given.","age_size_Carcharodon_carcharias",751
"2341",4,"mixed",NA,555,NA,"","Not specified.","age_size_Carcharodon_carcharias",751
"2342",5,"unsexed",NA,640,NA,"Global","Not specified.","age_size_Carcharodon_carcharias",751
"2343",6,"unsexed",NA,640,NA,"South Africa","South Africa","age_size_Carcharodon_carcharias",751
"2344",1,"male","650.00 g",33.1,NA,"Russia","off northern Kurile Islands, 2000","age_size_Careproctus_roseofuscus",24142
"2345",1,"male",NA,4.44,NA,"Indonesia","Banjuasin basin, Sumatra","age_size_Carinotetraodon_irrubesco",58201
"2346",1,"unsexed","6.0 kg",NA,NA,"USA","Sandpit in Nebraska, 1999","age_size_Carpiodes_carpio",2957
"2347",1,"unsexed","6.2 kg",NA,NA,"USA","Missouri River, 2001","age_size_Carpiodes_cyprinus",4775
"2348",1,"unsexed","",55,NA,"Iran","Caspian Sea","age_size_Caspiomyzon_wagneri",8718
"2349",2,"unsexed","",NA,6,"Russia","Lower Volga River","age_size_Caspiomyzon_wagneri",8718
"2350",3,"unsexed","205.50 g",55.3,NA,"Russia","Volga River, near Saratov and Kazan.","age_size_Caspiomyzon_wagneri",8718
"2351",1,"unsexed",NA,5,1,NA,"Black Sea, Sea of Azov Caspian Sea","age_size_Caspiosoma_caspium",16269
"2352",1,"unsexed",NA,35,NA,NA,"Eastern Mediteranean","age_size_Cataetyx_laticeps",10248
"2353",2,"unsexed",NA,65,NA,NA,"Gulf of Mexico","age_size_Cataetyx_laticeps",10248
"2354",1,"unsexed",NA,25.6,NA,"Brazil","upper Paraná River and adjacent areas","age_size_Catathyridium_jenynsii",23473
"2355",1,"unsexed","",100,NA,"Myanmar","Ganges to Irrawaddy basins","age_size_Catla_catla",4439
"2356",2,"unsexed","50.0 kg",NA,NA,"India","Godavari River, Karnataka","age_size_Catla_catla",4439
"2357",3,"unsexed","",105,NA,"India","Govindargh Lake","age_size_Catla_catla",4439
"2358",4,"unsexed","8.0 kg",NA,NA,"India","Krishna River, Karnataka","age_size_Catla_catla",4439
"2359",5,"unsexed","40.0 kg",NA,NA,"India","Maharashtra","age_size_Catla_catla",4439
"2360",6,"unsexed","",120,NA,"Nepal","None specified.","age_size_Catla_catla",4439
"2361",7,"unsexed","23.6 kg",NA,NA,"India","Powai Lake, 1962","age_size_Catla_catla",4439
"2362",8,"unsexed","38.6 kg",NA,NA,"India","Powai Lake, unknown","age_size_Catla_catla",4439
"2363",1,"mixed","1.7 kg",47,NA,"Russia","Kolyma river","age_size_Catostomus_catostomus_catostomus",2962
"2364",1,"unsexed","2.5 kg",NA,NA,"USA","Canal Park Lake, 1996","age_size_Catostomus_insignis",2969
"2365",1,"female","118.00 g",22,NA,"USA","Lost Creek Reservoir, Utah, 1977","age_size_Catostomus_platyrhynchus",2975
"2366",2,"male","",NA,6,"USA","Lost Creek Reservoir, Utah, 1977","age_size_Catostomus_platyrhynchus",2975
"2367",1,"female","",75,15,"USA","Carolinas, 1972-77","age_size_Caulolatilus_microps",987
"2368",2,"male","5.6 kg",78,NA,"USA","Carolinas, 1972-77","age_size_Caulolatilus_microps",987
"2369",1,"female",NA,15.5,NA,"Global","Not specified.","age_size_Caulophryne_jordani",23253
"2370",1,"female",NA,18.3,NA,"Global","Not specified.","age_size_Caulophryne_pelagica",58771
"2371",1,"female",NA,14.2,NA,"Global","Not specified.","age_size_Caulophryne_polynema",16873
"2372",2,"male",NA,1.6,NA,"Global","Not specified.","age_size_Caulophryne_polynema",16873
"2373",1,"unsexed",NA,76,18,"USA","Oregon-California","age_size_Cebidichthys_violaceus",3779
"2374",1,"unsexed",NA,30,NA,"New Zealand","New Zealand","age_size_Centriscops_humerosus",14242
"2375",2,"unsexed",NA,25,NA,"Australia","western Australia","age_size_Centriscops_humerosus",14242
"2376",1,"unsexed",NA,20,NA,"Global","East Indies","age_size_Centriscus_cristatus",11870
"2377",2,"unsexed",NA,30,NA,"Global","Not specified.","age_size_Centriscus_cristatus",11870
"2378",1,"unsexed",NA,14,NA,"Global","East Indies","age_size_Centriscus_scutatus",6510
"2379",2,"unsexed",NA,15,NA,"Iran","North coast of the Persian Gulf","age_size_Centriscus_scutatus",6510
"2380",1,"unsexed","2.0 kg",51,40,"Australia","All states, 1998 Fishery Status Report","age_size_Centroberyx_affinis",14129
"2381",2,"unsexed","",50,NA,"New Zealand","northern coasts","age_size_Centroberyx_affinis",14129
"2382",3,"female","",38,16,"Australia","southeastern coasts","age_size_Centroberyx_affinis",14129
"2383",4,"male","",33,11,"Australia","southeastern coasts","age_size_Centroberyx_affinis",14129
"2384",1,"unsexed",NA,2.75,NA,NA,"South China Sea","age_size_Centrobranchus_andreae",7428
"2385",1,"unsexed",NA,3.15,NA,NA,"South China Sea (13°30'N, 112°30'E)","age_size_Centrobranchus_choerocephalus",59762
"2386",1,"unsexed",NA,25,NA,"Global","East Indies","age_size_Centrogenys_vaigiensis",10339
"2387",2,"unsexed",NA,25,NA,"Global","Not specified.","age_size_Centrogenys_vaigiensis",10339
"2388",1,"female",NA,12,5,"","Eastern Atlantic and Mediterranean seas","age_size_Centrolabrus_exoletus",55
"2389",2,"male",NA,13,5,"","Eastern Atlantic and Mediterranean seas","age_size_Centrolabrus_exoletus",55
"2390",3,"unsexed",NA,NA,6,"France","Mediterranean Sea","age_size_Centrolabrus_exoletus",55
"2391",1,"unsexed","5.7 kg",74,NA,NA,"Seamounts off southern part of  Africa","age_size_Centrolophus_niger",249
"2392",1,"unsexed",NA,87,NA,"Indonesia","not specified","age_size_Centrophorus_atromarginatus",53922
"2393",1,"female",NA,145.5,NA,"Australia","Australia","age_size_Centrophorus_granulosus",648
"2394",2,"male",NA,160,NA,"Australia","Australia","age_size_Centrophorus_granulosus",648
"2395",3,"unsexed",NA,170,NA,"Indonesia","not specified","age_size_Centrophorus_granulosus",648
"2396",1,"unsexed",NA,108,NA,"Indonesia","not specified","age_size_Centrophorus_isodon",54130
"2397",2,"female",NA,51,NA,"Oman","not specified","age_size_Centrophorus_isodon",54130
"2398",3,"male",NA,85.6,NA,"Philippines","Not specified.","age_size_Centrophorus_isodon",54130
