"","Linf","length_type","K","t0","sex","temp","Lm","","omega","country","locality","questionable","captive","NA","NA"
"201",102,"FL",0.3,NA,"",NA,21,NA,3.5,"South Africa","","No","No","Albula_vulpes",228
"202",10.3,"SL",0.36,NA,"",NA,NA,NA,1.58,"Estonia","Emajõgi River basin","No","No","Alburnoides_bipunctatus",4875
"203",12,"TL",0.59,-0.14,"",NA,NA,NA,1.93,"Bosnia Herzegov.","Sava River, Medsave, near Slovenian border","No","No","Alburnoides_bipunctatus",4875
"204",14.1,"TL",0.27,-0.92,"M",NA,NA,NA,1.73,"Iran","Uzineh qanat (36°50?48? N, 54°29?23? E), central Golestan Province","No","No","Alburnoides_bipunctatus",4875
"205",14.3,"SL",0.31,NA,"",NA,NA,NA,1.81,"Hungary","River Sajó","No","No","Alburnoides_bipunctatus",4875
"206",15.4,"TL",0.23,-1.08,"F",NA,NA,NA,1.74,"Iran","Uzineh qanat (36°50?48? N, 54°29?23? E), central Golestan Province","No","No","Alburnoides_bipunctatus",4875
"207",12.4,"TL",0.58,-0.15,"M",NA,NA,NA,1.95,"Greece","Lake Koronia (1986-1988)","No","No","Alburnus_alburnus",4730
"208",15.3,"TL",0.37,-0.23,"F",NA,NA,NA,1.94,"Greece","Lake Koronia (1986-1988)","No","No","Alburnus_alburnus",4730
"209",15.5,"TL",0.35,-0.28,"",NA,NA,NA,1.93,"Greece","Lake Koronia (1986-1988)","No","No","Alburnus_alburnus",4730
"210",20,"TL",0.52,-0.03,"",0.17,NA,NA,2.32,"Albania","Lake Shkrodra","No","No","Alburnus_alburnus",4730
"211",21.1,"TL",0.19,-0.9,"",NA,NA,NA,1.93,"UK","British Isles","No","No","Alburnus_alburnus",4730
"212",26.3,"TL",0.31,-0.47,"",NA,NA,NA,2.33,"Germany","Schleswig-Holstein","No","No","Alburnus_alburnus",4730
"213",13.6,"FL",0.43,-1.34,"M",NA,NA,NA,1.9,"Greece","Mikri Prespa Lake","No","No","Alburnus_belvica",25857
"214",34.7,"FL",0.1,-1.43,"F",NA,NA,NA,2.09,"Greece","Mikri Prespa lake","No","No","Alburnus_belvica",25857
"215",34.9,"FL",0.11,-1.26,"",NA,NA,NA,2.12,"Greece","Lake Mikri Prespa","No","No","Alburnus_belvica",25857
"216",20.6,"FL",0.18,NA,"",NA,NA,NA,1.88,"Ukraine","Salgir and Chornaya rivers","No","No","Alburnus_chalcoides",5473
"217",25.6,"FL",0.14,-3.22,"F",NA,NA,NA,1.95,"Greece","Lake Volvi","No","No","Alburnus_chalcoides",5473
"218",26.2,"FL",0.14,-2.63,"",NA,NA,NA,1.97,"Greece","Lake Volvi","No","No","Alburnus_chalcoides",5473
"219",28.1,"FL",0.13,-2.13,"M",NA,NA,NA,2,"Greece","Lake Volvi","No","No","Alburnus_chalcoides",5473
"220",29.1,"FL",0.34,NA,"",NA,NA,NA,2.46,"","Aral Sea","No","No","Alburnus_chalcoides",5473
"221",32.6,"FL",0.11,-1.65,"F",NA,NA,NA,2.06,"Greece","Lake Vistonis","No","No","Alburnus_chalcoides",5473
"222",33,"FL",0.11,-1.73,"",NA,NA,NA,2.07,"Greece","Lake Vistonis","No","No","Alburnus_chalcoides",5473
"223",33.6,"FL",0.11,-1.82,"M",NA,NA,NA,2.07,"Greece","Lake Vistonis","No","No","Alburnus_chalcoides",5473
"224",39.9,"FL",0.18,NA,"",NA,NA,NA,2.46,"Russia","Kuban River","No","No","Alburnus_chalcoides",5473
"225",40,"TL",0.51,-0.03,NA,NA,NA,NA,2.91,"Australia","Swan-Avon estuary","No","No","Aldrichetta_forsteri",12938
"226",105,"FL",0.17,0.02,NA,NA,29,NA,3.27,"Yemen","Gulf of Aden","No","No","Alectis_indicus",10
"227",17,"FL",1.2,NA,NA,NA,28.7,NA,2.54,"Philippines","Ragay Gulf","No","No","Alepes_djedaba",1889
"228",32.6,"TL",0.61,NA,NA,NA,27,18.9,2.81,"India","Kerala","No","No","Alepes_djedaba",1889
"229",17.1,"TL",0.83,NA,NA,NA,27,12.9,2.39,"India","south-west coast","No","No","Alepes_kleinii",1903
"230",25,"FL",0.85,NA,NA,NA,28.7,NA,2.73,"Philippines","Guimaras Strait","No","No","Alepes_melanoptera",1890
"231",85.3,"SL",0.08,1.45,NA,NA,11,NA,2.75,"France","Southern Brittany (800-1300 m depth)","Yes","No","Alepocephalus_bairdii",230
"232",21.7,"TL",0.86,-0.87,"",NA,14,NA,2.61,"Spain","Barcelona-Majorca (40-24°N, 1-4°E)","Yes","No","Alepocephalus_rostratus",5071
"233",40.8,"TL",0.1,-3.15,"M",NA,NA,23.6,2.22,"Spain","Catalan Sea (38°45'N to 42°00'N; >500 - 2209 m depths)","No","No","Alepocephalus_rostratus",5071
"234",47.4,"TL",0.08,-2.97,"F",NA,NA,27.7,2.25,"Spain","Catalan Sea (38°45'N to 42°00'N; >500 - 2209 m depths)","No","No","Alepocephalus_rostratus",5071
"235",64,"TL",0.3,NA,NA,0.4,4,NA,3.09,"USA","California current","No","No","Alepocephalus_tenebrosus",11590
"236",21.2,"SL",0.81,NA,"M",NA,NA,16.5,2.56,"Cote d'Ivoire","rivers","No","No","Alestes_baremoze",2405
"237",22.6,"SL",0.8,NA,"M",NA,25,NA,2.61,"Chad","Archipelago","No","No","Alestes_baremoze",2405
"238",23.4,"SL",0.84,NA,"F",NA,NA,17.5,2.66,"Cote d'Ivoire","rivers","No","No","Alestes_baremoze",2405
"239",23.8,"SL",0.82,NA,"M",NA,25,19,2.66,"Chad","Chari-Logone River system, Lake Chad","No","No","Alestes_baremoze",2405
"240",23.9,"SL",0.39,NA,"M",NA,NA,NA,2.35,"Niger","","No","No","Alestes_baremoze",2405
"241",25.2,"SL",0.7,NA,"M",NA,25,18,2.65,"Chad","Chad basin","No","No","Alestes_baremoze",2405
"242",25.7,"SL",0.42,NA,"F",NA,NA,NA,2.44,"Niger","","No","No","Alestes_baremoze",2405
"243",26,"SL",0.7,NA,"F",NA,25,NA,2.67,"Chad","Archipelago","No","No","Alestes_baremoze",2405
"244",26.6,"SL",0.72,NA,"F",NA,25,21,2.71,"Chad","Chari-Logone River system, Lake Chad","No","No","Alestes_baremoze",2405
"245",29.2,"SL",0.52,NA,"F",0.87,25,20.5,2.65,"Chad","Chad basin","No","No","Alestes_baremoze",2405
"246",29.7,"SL",0.77,NA,"",NA,28,NA,2.83,"Cote d'Ivoire","Lake Koussou","No","No","Alestes_baremoze",2405
"247",42.9,"SL",0.42,NA,"M",NA,NA,NA,2.89,"Kenya","Lake Rudolf/Turkana","Yes","No","Alestes_baremoze",2405
"248",62.8,"SL",0.23,NA,"F",NA,NA,NA,2.96,"Kenya","Lake Rudolf/Turkana","Yes","No","Alestes_baremoze",2405
"249",28.9,"SL",0.56,NA,"M",NA,27,NA,2.67,"Mali","MiddleNiger","No","No","Alestes_dentex",5229
"250",30.5,"TL",0.75,NA,"",NA,28,NA,2.84,"Senegal","Sénégal River","No","No","Alestes_dentex",5229
"251",33.4,"SL",0.43,NA,"F",NA,27,NA,2.68,"Mali","MiddleNiger","No","No","Alestes_dentex",5229
"252",38.6,"TL",1.09,NA,NA,NA,NA,NA,3.21,"Zambia","Lake Bangweulu","No","No","Alestes_macrophthalmus",5230
"253",34,"TL",0.41,1.72,NA,NA,NA,NA,2.68,"Russia","Pacific off Kurils and Kamchatka","Yes","No","Allocareproctus_jordani",24122
"254",37.2,"TL",0.06,-16.4,"M",NA,11,NA,1.89,"New Zealand","Chatham Rise and Puysegur-Snares","Yes","No","Allocyttus_niger",12962
"255",39.9,"TL",0.04,-17.6,"F",NA,11,34,1.84,"New Zealand","Chatham Rise and Puysegur-Snares","Yes","No","Allocyttus_niger",12962
"256",182,"OT",0.12,-5.48,"M",NA,22,143,3.59,"Taiwan","Northeastern waters","Yes","No","Alopias_pelagicus",5891
"257",197,"OT",0.09,-7.67,"F",NA,22,148,3.52,"Taiwan","Northeastern waters","Yes","No","Alopias_pelagicus",5891
"258",385,"TL",0.09,-4.24,"M",NA,22,NA,4.12,"Taiwan","Northeastern waters","No","No","Alopias_superciliosus",2534
"259",422,"TL",0.09,-4.21,"F",NA,22,NA,4.21,"Taiwan","Northeastern waters","No","No","Alopias_superciliosus",2534
"260",227,"FL",0.16,NA,"M",NA,NA,NA,3.92,"USA","western North Atlantic","No","No","Alopias_vulpinus",2535
"261",264,"FL",0.11,NA,"F",NA,NA,NA,3.88,"USA","western North Atlantic","No","No","Alopias_vulpinus",2535
"262",416.2,"TL",0.19,-2.08,"M",NA,NA,302,4.52,"USA","California","Yes","No","Alopias_vulpinus",2535
"263",464.3,"TL",0.12,-3.35,"F",NA,NA,303,4.43,"USA","California / Oregon ","No","No","Alopias_vulpinus",2535
"264",651,"TL",0.1,-2.36,"",0.23,14,NA,4.63,"USA","California","No","No","Alopias_vulpinus",2535
"265",60.1,"TL",0.58,NA,"M",NA,NA,NA,3.32,"Morocco","Sebou River","No","No","Alosa_alosa",101
"266",61,"TL",0.38,NA,"M",NA,NA,NA,3.15,"France","Adour River","No","No","Alosa_alosa",101
"267",67,"TL",0.29,NA,"M",NA,NA,NA,3.11,"France","Loire River","No","No","Alosa_alosa",101
"268",68.6,"TL",0.53,NA,"F",NA,NA,NA,3.4,"Morocco","Sebou River","No","No","Alosa_alosa",101
"269",68.6,"TL",0.29,NA,"M",NA,NA,32.5,3.13,"France","Garonne River","No","No","Alosa_alosa",101
"270",70.1,"TL",0.29,NA,"F",NA,NA,NA,3.15,"France","Loire River","No","No","Alosa_alosa",101
"271",75.4,"TL",0.26,NA,"F",0.44,NA,NA,3.18,"France","Adour River","No","No","Alosa_alosa",101
"272",91.6,"TL",0.19,NA,"F",NA,NA,47.5,3.21,"France","Garonne River","No","No","Alosa_alosa",101
"273",33.6,"FL",0.63,-0.21,NA,NA,NA,NA,2.85,"Russia","Norhern Caspian Sea","No","No","Alosa_braschnikowi",1576
"274",36.1,"FL",0.28,0.28,NA,NA,NA,NA,2.56,"","Mertvyi Kultuk, NE Caspioan Sea","No","No","Alosa_braschnikowi",1576
"275",36.4,"FL",0.36,-0.07,NA,NA,NA,NA,2.68,"","Southeastern Caspian Sea","No","No","Alosa_braschnikowi",1576
"276",50,"FL",0.22,1.43,NA,NA,NA,NA,2.74,"","Durnev Isl., NE Caspian Sea","Yes","No","Alosa_braschnikowi",1576
"277",24.1,"TL",0.3,-1.58,NA,NA,NA,NA,2.24,NA,"Northeastern Caspian Sea","No","No","Alosa_caspia_caspia",1577
"278",32.8,"TL",0.55,-0.02,"M",NA,NA,16.5,2.77,"Tunisia","Lake Ichkeul","No","No","Alosa_fallax",5355
"279",38.4,"TL",0.43,-0.01,"F",NA,NA,NA,2.8,"Tunisia","Lake Ichkeul","No","No","Alosa_fallax",5355
"280",38.4,"TL",0.56,NA,"M",NA,NA,NA,2.91,"France","Garonne River","No","No","Alosa_fallax",5355
"281",44.9,"TL",0.5,NA,"M",NA,NA,NA,3.01,"France","Loire River","No","No","Alosa_fallax",5355
"282",49.3,"TL",0.26,-0.58,"M",NA,NA,NA,2.79,"Tunisia","Miliane and Medjerdah rivers","No","No","Alosa_fallax",5355
"283",50,"TL",0.41,NA,"F",NA,NA,NA,3.01,"France","Garonne River","No","No","Alosa_fallax",5355
"284",52.4,"TL",0.39,NA,"F",NA,NA,NA,3.03,"France","Loire River","No","No","Alosa_fallax",5355
"285",54.8,"TL",0.3,NA,"F",NA,NA,NA,2.96,"France","Adour River","No","No","Alosa_fallax",5355
"286",54.9,"TL",0.23,-0.58,"F",NA,NA,28.5,2.84,"Tunisia","Miliane and Medjerdah rivers","No","No","Alosa_fallax",5355
"287",55.3,"TL",0.38,NA,"M",NA,NA,NA,3.06,"France","Rhône River","No","No","Alosa_fallax",5355
"288",56.9,"TL",0.35,NA,"M",NA,NA,NA,3.05,"France","Aude River","No","No","Alosa_fallax",5355
"289",60,"TL",0.35,NA,"F",NA,NA,NA,3.11,"France","Rhône River","No","No","Alosa_fallax",5355
"290",64.8,"TL",0.21,NA,"M",NA,NA,NA,2.95,"France","Adour River","No","No","Alosa_fallax",5355
"291",65,"TL",0.22,NA,"",NA,NA,NA,2.97,"Germany","Elbe River (May)","No","No","Alosa_fallax",5355
"292",65.9,"TL",0.3,NA,"F",NA,NA,NA,3.11,"France","Aude River","No","No","Alosa_fallax",5355
"293",38.6,"FL",0.32,-0.03,"M",0.62,14.3,NA,2.68,"Bulgaria","Black Sea","No","No","Alosa_immaculata",105
"294",42.6,"FL",0.23,-0.4,"F",0.62,14.3,NA,2.61,"Bulgaria","Black Sea","No","No","Alosa_immaculata",105
"295",35.2,"NG",0.47,0.06,NA,NA,NA,NA,2.77,"Russia","Central and lower part","No","No","Alosa_kessleri",1580
"296",18.3,"TL",0.4,-1.27,"M",NA,NA,NA,2.13,"Greece","Lake Volvi (1978)","No","No","Alosa_macedonica",25775
"297",18.5,"TL",0.4,-1.49,"F",NA,NA,NA,2.14,"Greece","Lake Volvi (1978)","No","No","Alosa_macedonica",25775
"298",18.8,"TL",0.37,-1.51,"",NA,NA,NA,2.12,"Greece","Lake Volvi (1978)","No","No","Alosa_macedonica",25775
"299",61,"TL",0.3,NA,NA,NA,NA,NA,3.05,"USA","eastern region","No","No","Alosa_mediocris",1582
"300",16.8,"TL",0.69,NA,"M",NA,NA,NA,2.29,"USA","Lake Ontario","No","No","Alosa_pseudoharengus",1583
"301",17.3,"TL",0.69,NA,"F",NA,NA,NA,2.32,"USA","Lake Ontario","No","No","Alosa_pseudoharengus",1583
"302",19.4,"TL",0.48,NA,"M",NA,NA,NA,2.26,"USA","Lake Michigan","No","No","Alosa_pseudoharengus",1583
"303",19.9,"TL",0.47,NA,"",0.7,20,NA,2.27,"USA","Lake Michigan","No","No","Alosa_pseudoharengus",1583
"304",20.4,"TL",0.46,NA,"F",NA,20,NA,2.28,"USA","Lake Michigan","No","No","Alosa_pseudoharengus",1583
"305",21.4,"TL",0.41,NA,"",NA,NA,NA,2.27,"USA","Lake Michigan","No","No","Alosa_pseudoharengus",1583
"306",46.3,"FL",0.47,NA,"M",NA,NA,NA,3,"Canada","St. Johns River","Yes","No","Alosa_sapidissima",1584
"307",48.8,"FL",0.48,NA,"F",NA,NA,NA,3.06,"Canada","St. Johns River","Yes","No","Alosa_sapidissima",1584
"308",73.1,"FL",0.2,NA,"",NA,NA,NA,3.03,"Canada","","No","No","Alosa_sapidissima",1584
"309",28.8,"TL",0.35,NA,NA,NA,NA,NA,2.47,"Azerbaijan","Caspian","No","No","Alosa_saposchnikowii",1585
"310",32.4,"",0.22,-1.1,NA,NA,NA,NA,2.36,"Russia","Northern Caspian Sea","No","No","Alosa_saposchnikowii",1585
"311",5.5,"SL",0.86,NA,NA,NA,20,NA,1.41,"Australia","Brisbane River (27°30'S, 152°40'E)","No","No","Ambassis_agassizii",10550
"312",19.5,"TL",1.2,NA,NA,NA,28.2,NA,2.66,"Philippines","Manila Bay","No","No","Ambassis_gymnocephalus",4806
"313",10.2,"NG",0.73,NA,NA,NA,27,NA,1.88,"Philippines","Pagbilao mangroves","No","No","Ambassis_kopsii",5982
"314",21.6,"FL",0.43,NA,NA,NA,27.2,NA,2.3,"Tanzania","Zanzibar","No","No","Amblygaster_sirm",1501
"315",21.7,"TL",1.35,-0.03,NA,NA,24,NA,2.8,"New Caledonia","Dumbea Bay","No","No","Amblygaster_sirm",1501
"316",22,"",3.74,NA,NA,NA,21,NA,3.26,"Mozambique","","Yes","No","Amblygaster_sirm",1501
"317",22.2,"TL",1.58,0,NA,2.9,24.7,16.5,2.89,"New Caledonia","lagoons","No","No","Amblygaster_sirm",1501
"318",22.5,"FL",2.15,NA,NA,NA,NA,NA,3.04,"Sri Lanka","South west coast","No","No","Amblygaster_sirm",1501
"319",22.6,"TL",0.65,NA,NA,NA,27.5,NA,2.52,"Egypt","Red Sea, Al Ghardaqa","No","No","Amblygaster_sirm",1501
"320",22.8,"FL",2.06,NA,NA,NA,NA,NA,3.03,"Sri Lanka","South west coast","No","No","Amblygaster_sirm",1501
"321",22.9,"TL",2.38,-0.08,NA,NA,27,NA,3.1,"Sri Lanka","Negombo","No","No","Amblygaster_sirm",1501
"322",23.2,"TL",1.1,-0.14,NA,NA,24,NA,2.77,"New Caledonia","St. Vincent","No","No","Amblygaster_sirm",1501
"323",23.3,"FL",1.3,NA,NA,NA,28.2,NA,2.85,"Indonesia","Java Sea, off Pekalongan and Juwana","No","No","Amblygaster_sirm",1501
"324",23.8,"FL",0.95,NA,NA,NA,28,NA,2.73,"Sri Lanka","South Coast","No","No","Amblygaster_sirm",1501
"325",24.3,"TL",0.59,NA,NA,NA,28.2,NA,2.54,"Indonesia","Thousand Islands, Java Sea","No","No","Amblygaster_sirm",1501
"326",24.6,"FL",1.3,NA,NA,NA,27,NA,2.9,"Sri Lanka","South west coast","No","No","Amblygaster_sirm",1501
"327",24.8,"FL",0.95,NA,NA,NA,27,NA,2.77,"Sri Lanka","Negombo","No","No","Amblygaster_sirm",1501
"328",25.2,"TL",1.18,NA,NA,NA,28.2,NA,2.87,"Indonesia","Java Sea","No","No","Amblygaster_sirm",1501
"329",25.2,"TL",1.25,NA,NA,NA,27,NA,2.9,"Sri Lanka","Western coast","No","No","Amblygaster_sirm",1501
"330",25.2,"TL",2.1,NA,NA,NA,28,NA,3.13,"Philippines","South Sulu Sea","No","No","Amblygaster_sirm",1501
"331",25.8,"TL",1.15,NA,NA,NA,28,NA,2.88,"Indonesia","off Pekalongan, North/Central Java","No","No","Amblygaster_sirm",1501
"332",26,"SL",1.4,NA,NA,NA,29.5,NA,2.98,"Kiribati","","No","No","Amblygaster_sirm",1501
"333",26,"",0.83,NA,NA,1.4,NA,NA,2.75,"Indonesia","Natuna Sea","No","No","Amblygaster_sirm",1501
"334",26.1,"",0.37,NA,NA,NA,27.5,NA,2.4,"Egypt","","No","No","Amblygaster_sirm",1501
"335",26.1,"",0.38,NA,NA,NA,27.5,NA,2.41,"Sudan","near Egyptian border","No","No","Amblygaster_sirm",1501
"336",27.3,"TL",0.86,NA,NA,NA,28.5,NA,2.81,"Philippines","Palawan","No","No","Amblygaster_sirm",1501
"337",29,"NG",1.3,NA,NA,NA,28.7,NA,3.04,"Philippines","Camotes Sea","No","No","Amblygaster_sirm",1501
"338",31,"TL",1.35,NA,NA,NA,28,NA,3.11,"Philippines","Camotes Sea","Yes","No","Amblygaster_sirm",1501
"339",6,"SL",0.34,0.19,NA,0.9,13,NA,1.09,"USA",NA,"No","No","Amblyopsis_rosae",3058
"340",10,"SL",0.2,0,NA,0.6,13,NA,1.3,"USA",NA,"No","No","Amblyopsis_spelaea",3059
"341",7,"TL",1.6,NA,"M",3.8,28,NA,1.89,"Sri Lanka","Tissawewa reservoir","No","No","Amblypharyngodon_melettinus",13619
"342",8,"TL",1.5,NA,"F",2.7,28,NA,1.98,"Sri Lanka","Tissawewa reservoir","No","No","Amblypharyngodon_melettinus",13619
"343",66,"TL",0.23,NA,"",NA,9,46,3,"UK","North Sea","No","No","Amblyraja_radiata",2565
"344",70.9,"",0.1,NA,"",NA,9,40,2.7,"","North Sea","No","No","Amblyraja_radiata",2565
"345",81.2,"TL",0.09,-2.1,"M",NA,NA,NA,2.77,"Canada","off east coast","No","No","Amblyraja_radiata",2565
"346",102,"TL",0.06,-2.7,"F",NA,NA,NA,2.8,"Canada","off east coast","No","No","Amblyraja_radiata",2565
"347",120,"TL",0.13,-0.4,"F",NA,15,NA,3.27,"USA","Gulf of Maine (42°50'N, 70°15'W)","No","No","Amblyraja_radiata",2565
"348",127,"TL",0.11,-0.37,"M",NA,15,NA,3.25,"USA","Gulf of Maine (42°50'N, 70°15'W)","No","No","Amblyraja_radiata",2565
"349",21.4,"TL",0.43,-1.08,NA,NA,NA,NA,2.29,"USA","Everglades, southern Florida","Yes","No","Ameiurus_natalis",3021
"350",37,"TL",0.47,NA,NA,NA,12.4,NA,2.81,"France","Port Vieux, Toulouse","No","No","Ameiurus_nebulosus",3022
"351",69.7,"TL",0.33,0.19,"M",NA,NA,NA,3.2,"USA","upper Mississippi River","No","No","Amia_calva",2600
"352",73.5,"TL",0.33,NA,"",0.37,NA,NA,3.25,"USA","Lake Whitmore, MI and other N. US inland waters","No","No","Amia_calva",2600
"353",80.7,"TL",0.23,-0.12,"F",NA,NA,NA,3.17,"USA","upper Mississippi River","No","No","Amia_calva",2600
"354",92.6,"TL",0.14,-1.42,"",0.36,NA,NA,3.09,"USA","Butterfield Lake, New York","No","No","Amia_calva",2600
"355",20.3,"TL",0.38,-0.1,NA,NA,10,NA,2.19,"Canada","Banquereau, Nova Scotia","No","No","Ammodytes_dubius",3821
"356",26.2,"TL",0.34,-0.5,NA,1,2,NA,2.37,"Canada","Grand Bank","No","No","Ammodytes_dubius",3821
"357",30.3,"TL",0.33,-0.1,NA,NA,12,NA,2.48,"Canada","Western Emerald Bank, Nova Scotia","No","No","Ammodytes_dubius",3821
"358",12.2,"TL",0.98,NA,NA,NA,9,NA,2.16,"Isle of Man","","No","No","Ammodytes_marinus",37
"359",15,"TL",0.33,NA,NA,NA,9,NA,1.88,"Ireland","Western Irish Sea","No","No","Ammodytes_marinus",37
"360",18.4,"TL",0.87,NA,NA,NA,9,NA,2.47,"Germany","Western Baltic","No","No","Ammodytes_marinus",37
"361",18.5,"TL",0.36,NA,NA,1.09,NA,NA,2.09,"UK Scotland","Shetland","No","No","Ammodytes_marinus",37
"362",20,"TL",0.39,NA,NA,NA,9,NA,2.2,"UK Scotland","Northeastern coast","No","No","Ammodytes_marinus",37
"363",21.8,"TL",0.89,NA,NA,NA,11,NA,2.63,"UK Engld Wal","Haddock Bank, Southern North Sea","No","No","Ammodytes_marinus",37
"364",24.9,"TL",0.16,NA,NA,NA,2,NA,2,"Russia","Novaya Zemlya","No","No","Ammodytes_marinus",37
"365",24.2,"FL",0.61,-1.08,NA,NA,15,NA,2.55,"Korea (South)","east coast","No","No","Ammodytes_personatus",487
"366",16.1,"TL",0.72,NA,NA,NA,12,NA,2.27,"UK Engld Wal","Portsmouth, Southern England; M: for Northern North Sea","No","No","Ammodytes_tobianus",38
"367",16.6,"TL",0.77,NA,NA,1.29,11,NA,2.33,"UK Engld Wal","Langstone Harbour, Hampshire","No","No","Ammodytes_tobianus",38
"368",18.3,"TL",0.99,NA,NA,NA,9,NA,2.52,"Germany","Western Baltic","No","No","Ammodytes_tobianus",38
"369",19.7,"TL",0.7,NA,NA,NA,12,NA,2.44,"UK Engld Wal","Portsmouth, Southern England","No","No","Ammodytes_tobianus",38
"370",20.5,"TL",0.6,NA,NA,NA,9,NA,2.4,"Germany","Western Baltic","No","No","Ammodytes_tobianus",38
"371",21.9,"TL",0.45,NA,NA,0.5,8,13,2.33,"Germany","Kiel Bight, Western Baltic; M: for North Sea (Div. IVa)","No","No","Ammodytes_tobianus",38
"372",22.2,"TL",0.63,NA,NA,1.04,12,NA,2.49,"Isle of Man","M: for Northern North Sea","No","No","Ammodytes_tobianus",38
"373",23.4,"TL",0.55,NA,NA,NA,12,NA,2.48,"Isle of Man","","No","No","Ammodytes_tobianus",38
"374",25.3,"TL",0.06,NA,"M",NA,20.5,NA,1.58,"Australia","Swan Estuary, SW Australia","Yes","No","Amniataba_caudavittata",14923
"375",33.5,"TL",0.41,NA,"F",NA,20.5,NA,2.66,"Australia","Swan Estuary, SW Australia","No","No","Amniataba_caudavittata",14923
"376",12,"SL",0.19,NA,"F",NA,19.3,NA,1.44,"Uganda","Dura R.-Kanyanchu, L. George drainage, Burahya-Kibale","No","No","Amphilius_jacksonii",9407
"377",12,"SL",0.39,NA,"M",NA,18.8,NA,1.75,"Uganda","Dura R.-Kanyanchu, L. George drainage, Burahya-Kibale","No","No","Amphilius_jacksonii",9407
"378",11.3,"TL",0.81,NA,NA,NA,28.5,NA,2.02,"Marshall Is.","Eniwetok Atoll, Pacific","No","No","Amphiprion_chrysopterus",4551
"379",9.1,"TL",0.53,NA,NA,0.87,28.5,NA,1.64,"Marshall Is.","Eniwetok Atoll","No","No","Amphiprion_melanopus",4654
"380",9.7,"TL",0.48,NA,NA,NA,28.5,NA,1.65,"Marshall Is.","Eniwetok Atoll, Pacific","No","No","Amphiprion_perideraion",2024
"381",16.5,"TL",0.36,NA,NA,NA,28.5,NA,1.99,"Marshall Is.","Eniwetok Atoll","No","No","Amphiprion_tricinctus",4655
"382",42,"TL",0.18,NA,"M",NA,18,NA,2.51,"USA","California 33.5° N, 10-20 m","No","No","Amphistichus_argenteus",3622
"383",53,"TL",0.15,NA,"F",NA,18,NA,2.62,"USA","California 33.5°N, 10-20 m","No","No","Amphistichus_argenteus",3622
"384",17.1,NA,1.4,NA,NA,NA,26,NA,2.61,"Bangladesh","Shapla beel, B.Baria District","No","No","Anabas_testudineus",495
"385",150,"TL",0.1,NA,NA,NA,1.5,NA,3.34,"Norway","North Atlantic","No","No","Anarhichas_denticulatus",3810
"386",162,"TL",0.08,-2.94,NA,NA,2,NA,3.33,"Russia","","No","No","Anarhichas_denticulatus",3810
"387",104,"TL",0.12,-2.69,"",NA,4,NA,3.12,"Russia","Barents Sea","No","No","Anarhichas_lupus",2501
"388",111,"TL",0.12,-0.43,"M",NA,12,NA,3.17,"UK","North Sea","No","No","Anarhichas_lupus",2501
"389",115,"TL",0.11,-0.39,"F",NA,12,NA,3.16,"UK","North Sea","No","No","Anarhichas_lupus",2501
"390",158,"TL",0.04,NA,"F",NA,3,NA,3.03,"Germany","North Atlantic","No","No","Anarhichas_lupus",2501
"391",167,"TL",0.04,NA,"M",NA,3,NA,3.09,"Germany","North Atlantic","No","No","Anarhichas_lupus",2501
"392",138,"NG",0.13,NA,"",NA,6.5,NA,3.39,"Norway","","No","No","Anarhichas_minor",3811
"393",140,"TL",0.12,NA,"M",NA,6.5,NA,3.39,"Norway","Northern Bear Island, Finmark","No","No","Anarhichas_minor",3811
"394",153,"TL",0.09,NA,"",NA,6.5,NA,3.34,"Norway","Northern Bear Island, Finmark","No","No","Anarhichas_minor",3811
"395",181,"TL",0.06,NA,"",NA,1,NA,3.3,"Norway","North Atlantic","No","No","Anarhichas_minor",3811
"396",10.7,"FL",0.36,-0.81,NA,2.53,15,NA,1.62,"USA","Chesapeake Bay","No","No","Anchoa_mitchilli",545
"397",11,"TL",0.6,NA,NA,NA,25,NA,1.86,"USA","Florida Bay, Florida","No","No","Anchoa_mitchilli",545
"398",11.3,"TL",0.61,NA,NA,NA,26,NA,1.89,"Mexico","Palizada-Del Este, Campeche","No","No","Anchoa_mitchilli",545
"399",16,"TL",0.21,NA,NA,NA,28.8,NA,1.72,"Costa Rica","Gulf of Nicoya","No","No","Anchoa_mundeola",730
"400",8.5,"TL",1.82,NA,NA,NA,24.8,6,2.12,"Ecuador","Manta","No","No","Anchoa_nasus",1163
"401",8.6,"TL",1.78,NA,NA,NA,24.8,6,2.12,"Ecuador","Manta","No","No","Anchoa_nasus",1163
"402",11.4,"FL",2.78,NA,NA,NA,20.5,NA,2.56,"Mexico","Huizache-Caimanero lagoon","No","No","Anchoa_panamensis",534
"403",37.5,"",0.98,NA,"M",NA,19,NA,3.14,"Italy","Acquatina (Southwest Adriatic)","Yes","No","Anguilla_anguilla",35
"404",38.8,"TL",1.1,NA,"M",NA,NA,NA,3.22,"France","Camargue lagoons, Rhône delta","Yes","No","Anguilla_anguilla",35
"405",41.8,"TL",0.35,NA,"M",NA,15,NA,2.79,"Italy","Comacchio lagoons","No","No","Anguilla_anguilla",35
"406",42.1,"",0.39,NA,"M",NA,19,NA,2.84,"Italy","Monaci lagoon","No","No","Anguilla_anguilla",35
"407",44.9,"",0.62,NA,"M",NA,19,NA,3.1,"Italy","Varano lagoon","Yes","No","Anguilla_anguilla",35
